id,color,color_id,height,image_file,image_height,image_width,index,width,x,y,center_x,center_y,center_x_norm,center_y_norm,longer,shorter,aspect_max_min,aspect,size
1008,white,white,137,B256.json,985,939,3,373,25,487,211.5,555.5,0.22523961661341854,0.5639593908629441,373,137,2.7226277372262775,2.7226277372262775,51101
1009,white,white,137,B256.json,985,939,4,34,398,487,415.0,555.5,0.44195953141640043,0.5639593908629441,137,34,4.029411764705882,0.24817518248175183,4658
1010,white,white,137,B256.json,985,939,5,507,432,487,685.5,555.5,0.7300319488817891,0.5639593908629441,507,137,3.7007299270072993,3.7007299270072993,69459
1011,white,white,137,B256.json,985,939,6,25,0,487,12.5,555.5,0.013312034078807242,0.5639593908629441,137,25,5.48,0.18248175182481752,3425
1012,white,white,60,B256.json,985,939,7,34,398,624,415.0,654.0,0.44195953141640043,0.6639593908629442,60,34,1.7647058823529411,0.5666666666666667,2040
1013,white,white,60,B256.json,985,939,8,507,432,624,685.5,654.0,0.7300319488817891,0.6639593908629442,507,60,8.45,8.45,30420
1014,white,white,60,B256.json,985,939,9,398,0,624,199.0,654.0,0.21192758253461128,0.6639593908629442,398,60,6.633333333333334,6.633333333333334,23880
1015,white,white,301,B256.json,985,939,10,34,398,684,415.0,834.5,0.44195953141640043,0.8472081218274111,301,34,8.852941176470589,0.11295681063122924,10234
1016,white,white,252,B256.json,985,939,11,251,432,684,557.5,810.0,0.593716719914803,0.8223350253807107,252,251,1.00398406374502,0.996031746031746,63252
1017,white,white,301,B256.json,985,939,12,256,683,684,811.0,834.5,0.8636847710330139,0.8472081218274111,301,256,1.17578125,0.8504983388704319,77056
1018,white,white,301,B256.json,985,939,13,398,0,684,199.0,834.5,0.21192758253461128,0.8472081218274111,398,301,1.3222591362126246,1.3222591362126246,119798
1019,blue,blue,49,B256.json,985,939,14,251,432,936,557.5,960.5,0.593716719914803,0.9751269035532995,251,49,5.122448979591836,5.122448979591836,12299
1020,white,white,428,B256.json,985,939,15,34,398,0,415.0,214.0,0.44195953141640043,0.21725888324873097,428,34,12.588235294117647,0.0794392523364486,14552
1021,white,white,428,B256.json,985,939,16,507,432,0,685.5,214.0,0.7300319488817891,0.21725888324873097,507,428,1.1845794392523366,1.1845794392523366,216996
1022,yellow,yellow,428,B256.json,985,939,17,398,0,0,199.0,214.0,0.21192758253461128,0.21725888324873097,428,398,1.0753768844221105,0.9299065420560748,170344
1023,white,white,68,B258.json,907,731,0,19,333,296,342.5,330.0,0.4685362517099863,0.3638368246968026,68,19,3.5789473684210527,0.27941176470588236,1292
1024,white,white,68,B258.json,907,731,1,379,352,296,541.5,330.0,0.740766073871409,0.3638368246968026,379,68,5.573529411764706,5.573529411764706,25772
1025,white,white,68,B258.json,907,731,2,333,0,296,166.5,330.0,0.22777017783857728,0.3638368246968026,333,68,4.897058823529412,4.897058823529412,22644
1026,white,white,237,B258.json,907,731,3,221,112,364,222.5,482.5,0.30437756497948015,0.5319735391400221,237,221,1.0723981900452488,0.9324894514767933,52377
1027,white,white,237,B258.json,907,731,4,19,333,364,342.5,482.5,0.4685362517099863,0.5319735391400221,237,19,12.473684210526315,0.08016877637130802,4503
1028,white,white,237,B258.json,907,731,5,326,352,364,515.0,482.5,0.7045143638850889,0.5319735391400221,326,237,1.3755274261603376,1.3755274261603376,77262
1029,white,white,237,B258.json,907,731,6,53,678,364,704.5,482.5,0.9637482900136799,0.5319735391400221,237,53,4.471698113207547,0.22362869198312235,12561
1030,blue,blue,237,B258.json,907,731,7,112,0,364,56.0,482.5,0.07660738714090287,0.5319735391400221,237,112,2.1160714285714284,0.47257383966244726,26544
1031,white,white,69,B258.json,907,731,8,221,112,601,222.5,635.5,0.30437756497948015,0.7006615214994487,221,69,3.2028985507246377,3.2028985507246377,15249
1032,white,white,69,B258.json,907,731,9,19,333,601,342.5,635.5,0.4685362517099863,0.7006615214994487,69,19,3.6315789473684212,0.2753623188405797,1311
1033,white,white,69,B258.json,907,731,10,379,352,601,541.5,635.5,0.740766073871409,0.7006615214994487,379,69,5.492753623188406,5.492753623188406,26151
1034,white,white,69,B258.json,907,731,11,112,0,601,56.0,635.5,0.07660738714090287,0.7006615214994487,112,69,1.6231884057971016,1.6231884057971016,7728
1035,white,white,192,B258.json,907,731,12,221,112,670,222.5,766.0,0.30437756497948015,0.844542447629548,221,192,1.1510416666666667,1.1510416666666667,42432
1036,white,white,237,B258.json,907,731,13,19,333,670,342.5,788.5,0.4685362517099863,0.8693495038588754,237,19,12.473684210526315,0.08016877637130802,4503
1037,white,white,237,B258.json,907,731,14,379,352,670,541.5,788.5,0.740766073871409,0.8693495038588754,379,237,1.59915611814346,1.59915611814346,89823
1038,white,white,237,B258.json,907,731,15,112,0,670,56.0,788.5,0.07660738714090287,0.8693495038588754,237,112,2.1160714285714284,0.47257383966244726,26544
1039,white,white,45,B258.json,907,731,16,221,112,862,222.5,884.5,0.30437756497948015,0.9751929437706726,221,45,4.911111111111111,4.911111111111111,9945
1040,white,white,296,B258.json,907,731,17,19,333,0,342.5,148.0,0.4685362517099863,0.1631753031973539,296,19,15.578947368421053,0.06418918918918919,5624
1041,white,white,296,B258.json,907,731,18,379,352,0,541.5,148.0,0.740766073871409,0.1631753031973539,379,296,1.2804054054054055,1.2804054054054055,112184
1042,white,white,296,B258.json,907,731,19,333,0,0,166.5,148.0,0.22777017783857728,0.1631753031973539,333,296,1.125,1.125,98568
1043,white,white,215,B259.json,985,948,0,528,420,354,684.0,461.5,0.7215189873417721,0.4685279187817259,528,215,2.4558139534883723,2.4558139534883723,113520
1044,white,white,215,B259.json,985,948,1,420,0,354,210.0,461.5,0.22151898734177214,0.4685279187817259,420,215,1.9534883720930232,1.9534883720930232,90300
1045,white,white,106,B259.json,985,948,2,528,420,569,684.0,622.0,0.7215189873417721,0.6314720812182741,528,106,4.981132075471698,4.981132075471698,55968
1046,white,white,106,B259.json,985,948,3,420,0,569,210.0,622.0,0.22151898734177214,0.6314720812182741,420,106,3.9622641509433962,3.9622641509433962,44520
1047,blue,blue,256,B259.json,985,948,4,265,420,675,552.5,803.0,0.5828059071729957,0.8152284263959391,265,256,1.03515625,1.03515625,67840
1048,white,white,310,B259.json,985,948,5,263,685,675,816.5,830.0,0.8612869198312236,0.8426395939086294,310,263,1.1787072243346008,0.8483870967741935,81530
1049,white,white,310,B259.json,985,948,6,420,0,675,210.0,830.0,0.22151898734177214,0.8426395939086294,420,310,1.3548387096774193,1.3548387096774193,130200
1050,white,white,54,B259.json,985,948,7,265,420,931,552.5,958.0,0.5828059071729957,0.9725888324873097,265,54,4.907407407407407,4.907407407407407,14310
1051,white,white,354,B259.json,985,948,8,528,420,0,684.0,177.0,0.7215189873417721,0.17969543147208122,528,354,1.4915254237288136,1.4915254237288136,186912
1052,white,white,354,B259.json,985,948,9,420,0,0,210.0,177.0,0.22151898734177214,0.17969543147208122,420,354,1.1864406779661016,1.1864406779661016,148680
1053,white,white,224,B261.json,954,932,0,509,423,398,677.5,510.0,0.726931330472103,0.5345911949685535,509,224,2.2723214285714284,2.2723214285714284,114016
1054,white,white,224,B261.json,954,932,1,423,0,398,211.5,510.0,0.226931330472103,0.5345911949685535,423,224,1.8883928571428572,1.8883928571428572,94752
1055,white,white,332,B261.json,954,932,2,328,95,622,259.0,788.0,0.2778969957081545,0.8259958071278826,332,328,1.0121951219512195,0.9879518072289156,108896
1056,blue,blue,285,B261.json,954,932,3,291,423,622,568.5,764.5,0.6099785407725322,0.8013626834381551,291,285,1.0210526315789474,1.0210526315789474,82935
1057,white,white,332,B261.json,954,932,4,218,714,622,823.0,788.0,0.8830472103004292,0.8259958071278826,332,218,1.5229357798165137,0.6566265060240963,72376
1058,yellow,yellow,332,B261.json,954,932,5,95,0,622,47.5,788.0,0.050965665236051505,0.8259958071278826,332,95,3.4947368421052634,0.286144578313253,31540
1059,white,white,47,B261.json,954,932,6,291,423,907,568.5,930.5,0.6099785407725322,0.9753668763102725,291,47,6.191489361702128,6.191489361702128,13677
1060,white,white,398,B261.json,954,932,7,509,423,0,677.5,199.0,0.726931330472103,0.20859538784067086,509,398,1.278894472361809,1.278894472361809,202582
1061,red,red,398,B261.json,954,932,8,423,0,0,211.5,199.0,0.226931330472103,0.20859538784067086,423,398,1.0628140703517588,1.0628140703517588,168354
1062,white,white,93,B262.json,1000,769,0,465,304,163,536.5,209.5,0.6976592977893368,0.2095,465,93,5.0,5.0,43245
1063,red,red,93,B262.json,1000,769,1,304,0,163,152.0,209.5,0.1976592977893368,0.2095,304,93,3.2688172043010755,3.2688172043010755,28272
1064,white,white,744,B262.json,1000,769,2,465,304,256,536.5,628.0,0.6976592977893368,0.628,744,465,1.6,0.625,345960
1065,red,red,108,B262.json,1000,769,3,304,0,256,152.0,310.0,0.1976592977893368,0.31,304,108,2.814814814814815,2.814814814814815,32832
1066,white,white,510,B262.json,1000,769,4,304,0,364,152.0,619.0,0.1976592977893368,0.619,510,304,1.6776315789473684,0.596078431372549,155040
1067,white,white,126,B262.json,1000,769,5,304,0,874,152.0,937.0,0.1976592977893368,0.937,304,126,2.4126984126984126,2.4126984126984126,38304
1068,white,white,163,B262.json,1000,769,6,465,304,0,536.5,81.5,0.6976592977893368,0.0815,465,163,2.852760736196319,2.852760736196319,75795
1069,red,red,163,B262.json,1000,769,7,304,0,0,152.0,81.5,0.1976592977893368,0.0815,304,163,1.8650306748466257,1.8650306748466257,49552
1070,white,white,242,B263.json,1000,770,0,478,292,100,531.0,221.0,0.6896103896103896,0.221,478,242,1.975206611570248,1.975206611570248,115676
1071,white,white,242,B263.json,1000,770,1,292,0,100,146.0,221.0,0.18961038961038962,0.221,292,242,1.2066115702479339,1.2066115702479339,70664
1072,white,white,658,B263.json,1000,770,2,478,292,342,531.0,671.0,0.6896103896103896,0.671,658,478,1.3765690376569037,0.7264437689969605,314524
1073,white,white,553,B263.json,1000,770,3,292,0,342,146.0,618.5,0.18961038961038962,0.6185,553,292,1.893835616438356,0.5280289330922242,161476
1074,yellow,yellow,105,B263.json,1000,770,4,292,0,895,146.0,947.5,0.18961038961038962,0.9475,292,105,2.780952380952381,2.780952380952381,30660
1075,white,white,100,B263.json,1000,770,5,478,292,0,531.0,50.0,0.6896103896103896,0.05,478,100,4.78,4.78,47800
1076,blue,blue,100,B263.json,1000,770,6,292,0,0,146.0,50.0,0.18961038961038962,0.05,292,100,2.92,2.92,29200
1077,white,white,83,B264.json,956,864,0,177,294,341,382.5,382.5,0.4427083333333333,0.40010460251046026,177,83,2.1325301204819276,2.1325301204819276,14691
1078,white,white,83,B264.json,956,864,1,393,471,341,667.5,382.5,0.7725694444444444,0.40010460251046026,393,83,4.734939759036145,4.734939759036145,32619
1079,white,white,83,B264.json,956,864,2,294,0,341,147.0,382.5,0.1701388888888889,0.40010460251046026,294,83,3.5421686746987953,3.5421686746987953,24402
1080,white,white,58,B264.json,956,864,3,177,294,424,382.5,453.0,0.4427083333333333,0.47384937238493724,177,58,3.0517241379310347,3.0517241379310347,10266
1081,white,white,58,B264.json,956,864,4,393,471,424,667.5,453.0,0.7725694444444444,0.47384937238493724,393,58,6.775862068965517,6.775862068965517,22794
1082,white,white,58,B264.json,956,864,5,294,0,424,147.0,453.0,0.1701388888888889,0.47384937238493724,294,58,5.068965517241379,5.068965517241379,17052
1083,white,white,107,B264.json,956,864,6,177,294,482,382.5,535.5,0.4427083333333333,0.5601464435146444,177,107,1.6542056074766356,1.6542056074766356,18939
1084,white,white,107,B264.json,956,864,7,393,471,482,667.5,535.5,0.7725694444444444,0.5601464435146444,393,107,3.6728971962616823,3.6728971962616823,42051
1085,white,white,107,B264.json,956,864,8,294,0,482,147.0,535.5,0.1701388888888889,0.5601464435146444,294,107,2.7476635514018692,2.7476635514018692,31458
1086,white,white,367,B264.json,956,864,9,177,294,589,382.5,772.5,0.4427083333333333,0.8080543933054394,367,177,2.073446327683616,0.4822888283378747,64959
1087,yellow,yellow,215,B264.json,956,864,10,129,471,589,535.5,696.5,0.6197916666666666,0.7285564853556485,215,129,1.6666666666666667,0.6,27735
1088,yellow,yellow,215,B264.json,956,864,11,97,600,589,648.5,696.5,0.7505787037037037,0.7285564853556485,215,97,2.216494845360825,0.4511627906976744,20855
1089,white,white,367,B264.json,956,864,12,167,697,589,780.5,772.5,0.9033564814814815,0.8080543933054394,367,167,2.197604790419162,0.4550408719346049,61289
1090,white,white,367,B264.json,956,864,13,294,0,589,147.0,772.5,0.1701388888888889,0.8080543933054394,367,294,1.248299319727891,0.8010899182561307,107898
1091,white,white,66,B264.json,956,864,14,226,471,804,584.0,837.0,0.6759259259259259,0.8755230125523012,226,66,3.4242424242424243,3.4242424242424243,14916
1092,white,white,86,B264.json,956,864,15,226,471,870,584.0,913.0,0.6759259259259259,0.9550209205020921,226,86,2.627906976744186,2.627906976744186,19436
1093,white,white,341,B264.json,956,864,16,177,294,0,382.5,170.5,0.4427083333333333,0.17834728033472802,341,177,1.926553672316384,0.5190615835777126,60357
1094,white,white,341,B264.json,956,864,17,393,471,0,667.5,170.5,0.7725694444444444,0.17834728033472802,393,341,1.152492668621701,1.152492668621701,134013
1095,white,white,341,B264.json,956,864,18,294,0,0,147.0,170.5,0.1701388888888889,0.17834728033472802,341,294,1.1598639455782314,0.8621700879765396,100254
1096,white,white,162,B265.json,939,728,0,240,0,44,120.0,125.0,0.16483516483516483,0.13312034078807242,240,162,1.4814814814814814,1.4814814814814814,38880
1097,white,white,90,B265.json,939,728,1,262,240,206,371.0,251.0,0.5096153846153846,0.2673056443024494,262,90,2.911111111111111,2.911111111111111,23580
1098,white,white,90,B265.json,939,728,2,226,502,206,615.0,251.0,0.8447802197802198,0.2673056443024494,226,90,2.511111111111111,2.511111111111111,20340
1099,white,white,90,B265.json,939,728,3,240,0,206,120.0,251.0,0.16483516483516483,0.2673056443024494,240,90,2.6666666666666665,2.6666666666666665,21600
1100,white,white,373,B265.json,939,728,4,262,240,296,371.0,482.5,0.5096153846153846,0.5138445154419595,373,262,1.4236641221374047,0.7024128686327078,97726
1101,white,white,373,B265.json,939,728,5,169,502,296,586.5,482.5,0.8056318681318682,0.5138445154419595,373,169,2.2071005917159763,0.45308310991957107,63037
1102,yellow,yellow,373,B265.json,939,728,6,42,671,296,692.0,482.5,0.9505494505494505,0.5138445154419595,373,42,8.880952380952381,0.1126005361930295,15666
1103,white,white,373,B265.json,939,728,7,15,713,296,720.5,482.5,0.9896978021978022,0.5138445154419595,373,15,24.866666666666667,0.040214477211796246,5595
1104,white,white,373,B265.json,939,728,8,240,0,296,120.0,482.5,0.16483516483516483,0.5138445154419595,373,240,1.5541666666666667,0.6434316353887399,89520
1105,white,white,90,B265.json,939,728,9,262,240,669,371.0,714.0,0.5096153846153846,0.7603833865814696,262,90,2.911111111111111,2.911111111111111,23580
1106,white,white,90,B265.json,939,728,10,226,502,669,615.0,714.0,0.8447802197802198,0.7603833865814696,226,90,2.511111111111111,2.511111111111111,20340
1107,white,white,90,B265.json,939,728,11,240,0,669,120.0,714.0,0.16483516483516483,0.7603833865814696,240,90,2.6666666666666665,2.6666666666666665,21600
1108,white,white,82,B265.json,939,728,12,262,240,759,371.0,800.0,0.5096153846153846,0.8519701810436635,262,82,3.1951219512195124,3.1951219512195124,21484
1109,white,white,180,B265.json,939,728,13,226,502,759,615.0,849.0,0.8447802197802198,0.9041533546325878,226,180,1.2555555555555555,1.2555555555555555,40680
1110,white,white,180,B265.json,939,728,14,240,0,759,120.0,849.0,0.16483516483516483,0.9041533546325878,240,180,1.3333333333333333,1.3333333333333333,43200
1111,white,white,54,B265.json,939,728,15,262,240,841,371.0,868.0,0.5096153846153846,0.9243876464323749,262,54,4.851851851851852,4.851851851851852,14148
1112,white,white,44,B265.json,939,728,16,262,240,895,371.0,917.0,0.5096153846153846,0.9765708200212992,262,44,5.954545454545454,5.954545454545454,11528
1113,white,white,206,B265.json,939,728,17,262,240,0,371.0,103.0,0.5096153846153846,0.10969116080937168,262,206,1.2718446601941749,1.2718446601941749,53972
1114,white,white,206,B265.json,939,728,18,226,502,0,615.0,103.0,0.8447802197802198,0.10969116080937168,226,206,1.0970873786407767,1.0970873786407767,46556
1115,red,red,44,B265.json,939,728,19,240,0,0,120.0,22.0,0.16483516483516483,0.023429179978700747,240,44,5.454545454545454,5.454545454545454,10560
1116,white,white,273,B266.json,972,938,0,353,32,75,208.5,211.5,0.2222814498933902,0.2175925925925926,353,273,1.293040293040293,1.293040293040293,96369
1117,white,white,273,B266.json,972,938,1,246,385,75,508.0,211.5,0.5415778251599147,0.2175925925925926,273,246,1.1097560975609757,0.9010989010989011,67158
1118,white,white,273,B266.json,972,938,2,307,631,75,784.5,211.5,0.8363539445628998,0.2175925925925926,307,273,1.1245421245421245,1.1245421245421245,83811
1119,red,red,273,B266.json,972,938,3,32,0,75,16.0,211.5,0.017057569296375266,0.2175925925925926,273,32,8.53125,0.11721611721611722,8736
1120,white,white,125,B266.json,972,938,4,353,32,348,208.5,410.5,0.2222814498933902,0.42232510288065844,353,125,2.824,2.824,44125
1121,white,white,125,B266.json,972,938,5,246,385,348,508.0,410.5,0.5415778251599147,0.42232510288065844,246,125,1.968,1.968,30750
1122,white,white,125,B266.json,972,938,6,307,631,348,784.5,410.5,0.8363539445628998,0.42232510288065844,307,125,2.456,2.456,38375
1123,red,red,125,B266.json,972,938,7,32,0,348,16.0,410.5,0.017057569296375266,0.42232510288065844,125,32,3.90625,0.256,4000
1124,white,white,210,B266.json,972,938,8,353,32,473,208.5,578.0,0.2222814498933902,0.5946502057613169,353,210,1.680952380952381,1.680952380952381,74130
1125,white,white,210,B266.json,972,938,9,246,385,473,508.0,578.0,0.5415778251599147,0.5946502057613169,246,210,1.1714285714285715,1.1714285714285715,51660
1126,white,white,210,B266.json,972,938,10,307,631,473,784.5,578.0,0.8363539445628998,0.5946502057613169,307,210,1.4619047619047618,1.4619047619047618,64470
1127,red,red,210,B266.json,972,938,11,32,0,473,16.0,578.0,0.017057569296375266,0.5946502057613169,210,32,6.5625,0.1523809523809524,6720
1128,white,white,254,B266.json,972,938,12,246,385,683,508.0,810.0,0.5415778251599147,0.8333333333333334,254,246,1.032520325203252,0.968503937007874,62484
1129,white,white,289,B266.json,972,938,13,307,631,683,784.5,827.5,0.8363539445628998,0.8513374485596708,307,289,1.0622837370242215,1.0622837370242215,88723
1130,white,white,289,B266.json,972,938,14,385,0,683,192.5,827.5,0.20522388059701493,0.8513374485596708,385,289,1.3321799307958477,1.3321799307958477,111265
1131,white,white,35,B266.json,972,938,15,246,385,937,508.0,954.5,0.5415778251599147,0.9819958847736625,246,35,7.0285714285714285,7.0285714285714285,8610
1132,white,white,75,B266.json,972,938,16,246,385,0,508.0,37.5,0.5415778251599147,0.038580246913580245,246,75,3.28,3.28,18450
1133,white,white,75,B266.json,972,938,17,307,631,0,784.5,37.5,0.8363539445628998,0.038580246913580245,307,75,4.093333333333334,4.093333333333334,23025
1134,white,white,75,B266.json,972,938,18,385,0,0,192.5,37.5,0.20522388059701493,0.038580246913580245,385,75,5.133333333333334,5.133333333333334,28875
1135,white,white,83,B267.json,1000,961,0,37,434,396,452.5,437.5,0.4708636836628512,0.4375,83,37,2.2432432432432434,0.4457831325301205,3071
1136,white,white,83,B267.json,1000,961,1,490,471,396,716.0,437.5,0.745057232049948,0.4375,490,83,5.903614457831325,5.903614457831325,40670
1137,white,white,83,B267.json,1000,961,2,434,0,396,217.0,437.5,0.22580645161290322,0.4375,434,83,5.228915662650603,5.228915662650603,36022
1138,white,white,141,B267.json,1000,961,3,418,16,479,225.0,549.5,0.23413111342351717,0.5495,418,141,2.9645390070921986,2.9645390070921986,58938
1139,white,white,141,B267.json,1000,961,4,37,434,479,452.5,549.5,0.4708636836628512,0.5495,141,37,3.810810810810811,0.2624113475177305,5217
1140,white,white,141,B267.json,1000,961,5,490,471,479,716.0,549.5,0.745057232049948,0.5495,490,141,3.475177304964539,3.475177304964539,69090
1141,white,white,141,B267.json,1000,961,6,16,0,479,8.0,549.5,0.008324661810613945,0.5495,141,16,8.8125,0.11347517730496454,2256
1142,white,white,84,B267.json,1000,961,7,37,434,620,452.5,662.0,0.4708636836628512,0.662,84,37,2.27027027027027,0.44047619047619047,3108
1143,white,white,84,B267.json,1000,961,8,490,471,620,716.0,662.0,0.745057232049948,0.662,490,84,5.833333333333333,5.833333333333333,41160
1144,white,white,84,B267.json,1000,961,9,434,0,620,217.0,662.0,0.22580645161290322,0.662,434,84,5.166666666666667,5.166666666666667,36456
1145,white,white,296,B267.json,1000,961,10,37,434,704,452.5,852.0,0.4708636836628512,0.852,296,37,8.0,0.125,10952
1146,white,white,242,B267.json,1000,961,11,238,471,704,590.0,825.0,0.6139438085327783,0.825,242,238,1.0168067226890756,0.9834710743801653,57596
1147,white,white,296,B267.json,1000,961,12,252,709,704,835.0,852.0,0.8688865764828304,0.852,296,252,1.1746031746031746,0.8513513513513513,74592
1148,white,white,296,B267.json,1000,961,13,434,0,704,217.0,852.0,0.22580645161290322,0.852,434,296,1.4662162162162162,1.4662162162162162,128464
1149,blue,blue,54,B267.json,1000,961,14,238,471,946,590.0,973.0,0.6139438085327783,0.973,238,54,4.407407407407407,4.407407407407407,12852
1150,white,white,396,B267.json,1000,961,15,37,434,0,452.5,198.0,0.4708636836628512,0.198,396,37,10.702702702702704,0.09343434343434344,14652
1151,white,white,396,B267.json,1000,961,16,490,471,0,716.0,198.0,0.745057232049948,0.198,490,396,1.2373737373737375,1.2373737373737375,194040
1152,yellow,yellow,396,B267.json,1000,961,17,434,0,0,217.0,198.0,0.22580645161290322,0.198,434,396,1.095959595959596,1.095959595959596,171864
1153,white,white,237,B268.json,963,786,0,20,358,271,368.0,389.5,0.4681933842239186,0.40446521287642784,237,20,11.85,0.08438818565400844,4740
1154,white,white,237,B268.json,963,786,1,92,378,271,424.0,389.5,0.539440203562341,0.40446521287642784,237,92,2.5760869565217392,0.3881856540084388,21804
1155,white,white,237,B268.json,963,786,2,316,470,271,628.0,389.5,0.7989821882951654,0.40446521287642784,316,237,1.3333333333333333,1.3333333333333333,74892
1156,white,white,237,B268.json,963,786,3,358,0,271,179.0,389.5,0.227735368956743,0.40446521287642784,358,237,1.510548523206751,1.510548523206751,84846
1157,white,white,226,B268.json,963,786,4,228,130,508,244.0,621.0,0.3104325699745547,0.6448598130841121,228,226,1.008849557522124,1.008849557522124,51528
1158,white,white,226,B268.json,963,786,5,20,358,508,368.0,621.0,0.4681933842239186,0.6448598130841121,226,20,11.3,0.08849557522123894,4520
1159,white,white,226,B268.json,963,786,6,92,378,508,424.0,621.0,0.539440203562341,0.6448598130841121,226,92,2.4565217391304346,0.40707964601769914,20792
1160,white,white,226,B268.json,963,786,7,270,470,508,605.0,621.0,0.7697201017811705,0.6448598130841121,270,226,1.1946902654867257,1.1946902654867257,61020
1161,blue,blue,226,B268.json,963,786,8,46,740,508,763.0,621.0,0.9707379134860051,0.6448598130841121,226,46,4.913043478260869,0.20353982300884957,10396
1162,red,red,226,B268.json,963,786,9,130,0,508,65.0,621.0,0.08269720101781171,0.6448598130841121,226,130,1.7384615384615385,0.5752212389380531,29380
1163,white,white,201,B268.json,963,786,10,228,130,734,244.0,834.5,0.3104325699745547,0.8665628245067497,228,201,1.1343283582089552,1.1343283582089552,45828
1164,white,white,229,B268.json,963,786,11,20,358,734,368.0,848.5,0.4681933842239186,0.8811007268951194,229,20,11.45,0.08733624454148471,4580
1165,white,white,229,B268.json,963,786,12,92,378,734,424.0,848.5,0.539440203562341,0.8811007268951194,229,92,2.489130434782609,0.4017467248908297,21068
1166,white,white,229,B268.json,963,786,13,316,470,734,628.0,848.5,0.7989821882951654,0.8811007268951194,316,229,1.3799126637554586,1.3799126637554586,72364
1167,white,white,229,B268.json,963,786,14,130,0,734,65.0,848.5,0.08269720101781171,0.8811007268951194,229,130,1.7615384615384615,0.5676855895196506,29770
1168,white,white,28,B268.json,963,786,15,228,130,935,244.0,949.0,0.3104325699745547,0.9854620976116303,228,28,8.142857142857142,8.142857142857142,6384
1169,white,white,271,B268.json,963,786,16,20,358,0,368.0,135.5,0.4681933842239186,0.1407061266874351,271,20,13.55,0.07380073800738007,5420
1170,white,white,271,B268.json,963,786,17,92,378,0,424.0,135.5,0.539440203562341,0.1407061266874351,271,92,2.9456521739130435,0.33948339483394835,24932
1171,white,white,271,B268.json,963,786,18,316,470,0,628.0,135.5,0.7989821882951654,0.1407061266874351,316,271,1.1660516605166051,1.1660516605166051,85636
1172,white,white,271,B268.json,963,786,19,358,0,0,179.0,135.5,0.227735368956743,0.1407061266874351,358,271,1.3210332103321034,1.3210332103321034,97018
1173,black,black,42,B269.json,984,1000,0,36,0,62,18.0,83.0,0.018,0.08434959349593496,42,36,1.1666666666666667,0.8571428571428571,1512
1174,white,white,330,B269.json,984,1000,1,36,0,104,18.0,269.0,0.018,0.2733739837398374,330,36,9.166666666666666,0.10909090909090909,11880
1175,white,white,550,B269.json,984,1000,2,342,36,434,207.0,709.0,0.207,0.7205284552845529,550,342,1.608187134502924,0.6218181818181818,188100
1176,white,white,173,B269.json,984,1000,3,598,378,434,677.0,520.5,0.677,0.5289634146341463,598,173,3.4566473988439306,3.4566473988439306,103454
1177,white,white,173,B269.json,984,1000,4,24,976,434,988.0,520.5,0.988,0.5289634146341463,173,24,7.208333333333333,0.13872832369942195,4152
1178,white,white,550,B269.json,984,1000,5,36,0,434,18.0,709.0,0.018,0.7205284552845529,550,36,15.277777777777779,0.06545454545454546,19800
1179,white,white,103,B269.json,984,1000,6,598,378,607,677.0,658.5,0.677,0.6692073170731707,598,103,5.805825242718447,5.805825242718447,61594
1180,white,white,195,B269.json,984,1000,7,24,976,607,988.0,704.5,0.988,0.7159552845528455,195,24,8.125,0.12307692307692308,4680
1181,white,white,92,B269.json,984,1000,8,598,378,710,677.0,756.0,0.677,0.7682926829268293,598,92,6.5,6.5,55016
1182,white,white,148,B269.json,984,1000,9,598,378,802,677.0,876.0,0.677,0.8902439024390244,598,148,4.04054054054054,4.04054054054054,88504
1183,white,white,182,B269.json,984,1000,10,24,976,802,988.0,893.0,0.988,0.907520325203252,182,24,7.583333333333333,0.13186813186813187,4368
1184,red,red,34,B269.json,984,1000,11,598,378,950,677.0,967.0,0.677,0.9827235772357723,598,34,17.58823529411765,17.58823529411765,20332
1185,white,white,434,B269.json,984,1000,12,342,36,0,207.0,217.0,0.207,0.22052845528455284,434,342,1.2690058479532165,0.7880184331797235,148428
1186,white,white,434,B269.json,984,1000,13,598,378,0,677.0,217.0,0.677,0.22052845528455284,598,434,1.3778801843317972,1.3778801843317972,259532
1187,white,white,434,B269.json,984,1000,14,24,976,0,988.0,217.0,0.988,0.22052845528455284,434,24,18.083333333333332,0.055299539170506916,10416
1188,white,white,62,B269.json,984,1000,15,36,0,0,18.0,31.0,0.018,0.031504065040650404,62,36,1.7222222222222223,0.5806451612903226,2232
1189,white,white,126,B271.json,814,791,0,242,51,22,172.0,85.0,0.21744627054361568,0.10442260442260443,242,126,1.9206349206349207,1.9206349206349207,30492
1190,white,white,126,B271.json,814,791,1,31,293,22,308.5,85.0,0.3900126422250316,0.10442260442260443,126,31,4.064516129032258,0.24603174603174602,3906
1191,white,white,126,B271.json,814,791,2,209,324,22,428.5,85.0,0.5417193426042983,0.10442260442260443,209,126,1.6587301587301588,1.6587301587301588,26334
1192,white,white,126,B271.json,814,791,3,224,533,22,645.0,85.0,0.8154235145385588,0.10442260442260443,224,126,1.7777777777777777,1.7777777777777777,28224
1193,white,white,209,B271.json,814,791,4,242,51,148,172.0,252.5,0.21744627054361568,0.3101965601965602,242,209,1.1578947368421053,1.1578947368421053,50578
